fp_data,fp_graph,fp_regime,split
data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p10_e10_n1000_sigmoid_add_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p20_e80_n1000_sigmoid_add_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p50_e200_n1000_sigmoid_add_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p100_e400_n1000_sigmoid_add_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p10_e10_n1000_polynomial_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p20_e80_n1000_polynomial_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p50_e200_n1000_polynomial_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p100_e400_n1000_polynomial_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p250_e500_n1000_linear_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_linear_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p1000_e2000_n1000_linear_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/intervention1004.csv,test
data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/data_interv1005.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/DAG1005.npy,data/datasets/synthetic/test/data_p250_e500_n1000_nn_er_structural/intervention1005.csv,test
data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/data_interv1001.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/DAG1001.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/intervention1001.csv,test
data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/data_interv1002.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/DAG1002.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/intervention1002.csv,test
data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/data_interv1003.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/DAG1003.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/intervention1003.csv,test
data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/data_interv1004.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/DAG1004.npy,data/datasets/synthetic/test/data_p500_e1000_n1000_nn_er_structural/intervention1004.csv,test
